Cenário;Canal;q;h(q);tau(q);alpha;f(alpha);R2
cenario31_min32_mx4_res50_q10_ord1;O2;-5.0;1.02;-6.12;1.21;0.05;0.9
cenario31_min32_mx4_res50_q10_ord1;O2;-4.0;0.98;-4.91;1.18;0.19;0.91
cenario31_min32_mx4_res50_q10_ord1;O2;-3.0;0.92;-3.75;1.11;0.44;0.92
cenario31_min32_mx4_res50_q10_ord1;O2;-2.0;0.85;-2.7;0.98;0.75;0.95
cenario31_min32_mx4_res50_q10_ord1;O2;-1.0;0.8;-1.8;0.86;0.94;0.96
cenario31_min32_mx4_res50_q10_ord1;O2;1.0;0.74;-0.26;0.72;0.98;0.98
cenario31_min32_mx4_res50_q10_ord1;O2;2.0;0.72;0.44;0.65;0.87;0.98
cenario31_min32_mx4_res50_q10_ord1;O2;3.0;0.68;1.05;0.55;0.6;0.97
cenario31_min32_mx4_res50_q10_ord1;O2;4.0;0.63;1.54;0.46;0.3;0.96
cenario31_min32_mx4_res50_q10_ord1;O2;5.0;0.59;1.97;0.42;0.15;0.95
cenario31_min32_mx4_res50_q10_ord1;O2;6.0;0.56;2.38;0.42;0.11;0.95
cenario31_min32_mx4_res50_q10_ord1;O2;7.0;0.54;2.8;0.41;0.11;0.94
cenario31_min32_mx4_res50_q10_ord1;O2;8.0;0.53;3.21;0.41;0.1;0.94
cenario31_min32_mx4_res50_q10_ord1;O2;9.0;0.51;3.63;0.41;0.1;0.94
cenario31_min32_mx4_res50_q10_ord1;O2;10.0;0.5;4.04;0.41;0.1;0.93
cenario32_min32_mx4_res50_q10_ord2;O2;-10.0;1.26;-13.63;1.37;-0.1;0.86
cenario32_min32_mx4_res50_q10_ord2;O2;-9.0;1.25;-12.26;1.37;-0.1;0.86
cenario32_min32_mx4_res50_q10_ord2;O2;-8.0;1.24;-10.89;1.37;-0.08;0.86
cenario32_min32_mx4_res50_q10_ord2;O2;-7.0;1.22;-9.52;1.37;-0.06;0.86
cenario32_min32_mx4_res50_q10_ord2;O2;-6.0;1.19;-8.15;1.36;-0.01;0.86
cenario32_min32_mx4_res50_q10_ord2;O2;-5.0;1.16;-6.8;1.35;0.07;0.86
cenario32_min32_mx4_res50_q10_ord2;O2;-4.0;1.12;-5.46;1.31;0.21;0.87
cenario32_min32_mx4_res50_q10_ord2;O2;-3.0;1.06;-4.17;1.25;0.43;0.88
cenario32_min32_mx4_res50_q10_ord2;O2;-2.0;0.99;-2.97;1.13;0.72;0.9
cenario32_min32_mx4_res50_q10_ord2;O2;-1.0;0.92;-1.92;0.99;0.93;0.92
cenario32_min32_mx4_res50_q10_ord2;O2;1.0;0.84;-0.16;0.82;0.97;0.94
cenario32_min32_mx4_res50_q10_ord2;O2;2.0;0.81;0.62;0.74;0.86;0.94
cenario32_min32_mx4_res50_q10_ord2;O2;3.0;0.77;1.32;0.64;0.6;0.93
cenario32_min32_mx4_res50_q10_ord2;O2;4.0;0.73;1.91;0.55;0.28;0.91
cenario32_min32_mx4_res50_q10_ord2;O2;5.0;0.68;2.42;0.5;0.08;0.9
cenario32_min32_mx4_res50_q10_ord2;O2;6.0;0.65;2.91;0.49;0.02;0.89
cenario32_min32_mx4_res50_q10_ord2;O2;7.0;0.63;3.39;0.49;0.01;0.88
cenario32_min32_mx4_res50_q10_ord2;O2;8.0;0.61;3.88;0.49;0.01;0.87
cenario32_min32_mx4_res50_q10_ord2;O2;9.0;0.6;4.37;0.49;0.02;0.86
cenario32_min32_mx4_res50_q10_ord2;O2;10.0;0.59;4.85;0.49;0.02;0.86
cenario33_min32_mx8_res30_q5_ord1;O2;-5.0;1.11;-6.54;1.32;-0.06;0.9
cenario33_min32_mx8_res30_q5_ord1;O2;-4.5;1.08;-5.88;1.31;-0.03;0.9
cenario33_min32_mx8_res30_q5_ord1;O2;-4.0;1.06;-5.22;1.3;0.03;0.9
cenario33_min32_mx8_res30_q5_ord1;O2;-3.5;1.02;-4.58;1.27;0.13;0.91
cenario33_min32_mx8_res30_q5_ord1;O2;-3.0;0.98;-3.95;1.23;0.27;0.92
cenario33_min32_mx8_res30_q5_ord1;O2;-2.5;0.94;-3.35;1.15;0.47;0.93
cenario33_min32_mx8_res30_q5_ord1;O2;-2.0;0.9;-2.8;1.06;0.68;0.94
cenario33_min32_mx8_res30_q5_ord1;O2;-1.5;0.86;-2.3;0.96;0.85;0.95
cenario33_min32_mx8_res30_q5_ord1;O2;-1.0;0.84;-1.84;0.89;0.95;0.96
cenario33_min32_mx8_res30_q5_ord1;O2;-0.5;0.81;-1.41;0.84;0.99;0.96
cenario33_min32_mx8_res30_q5_ord1;O2;0.5;0.78;-0.61;0.77;0.99;0.97
cenario33_min32_mx8_res30_q5_ord1;O2;1.0;0.76;-0.24;0.74;0.97;0.97
cenario33_min32_mx8_res30_q5_ord1;O2;1.5;0.75;0.13;0.71;0.94;0.97
cenario33_min32_mx8_res30_q5_ord1;O2;2.0;0.74;0.48;0.67;0.87;0.97
cenario33_min32_mx8_res30_q5_ord1;O2;2.5;0.72;0.8;0.61;0.73;0.97
cenario33_min32_mx8_res30_q5_ord1;O2;3.0;0.7;1.09;0.54;0.54;0.96
cenario33_min32_mx8_res30_q5_ord1;O2;3.5;0.67;1.34;0.48;0.34;0.96
cenario33_min32_mx8_res30_q5_ord1;O2;4.0;0.64;1.57;0.44;0.2;0.95
cenario33_min32_mx8_res30_q5_ord1;O2;4.5;0.62;1.79;0.43;0.13;0.95
cenario33_min32_mx8_res30_q5_ord1;O2;5.0;0.6;2.0;0.42;0.11;0.94
cenario34_min32_mx8_res30_q5_ord2;O2;-5.0;1.24;-7.18;1.42;0.06;0.87
cenario34_min32_mx8_res30_q5_ord2;O2;-4.5;1.21;-6.47;1.42;0.09;0.87
cenario34_min32_mx8_res30_q5_ord2;O2;-4.0;1.19;-5.76;1.4;0.16;0.87
cenario34_min32_mx8_res30_q5_ord2;O2;-3.5;1.16;-5.07;1.37;0.26;0.88
cenario34_min32_mx8_res30_q5_ord2;O2;-3.0;1.13;-4.39;1.33;0.38;0.88
cenario34_min32_mx8_res30_q5_ord2;O2;-2.5;1.09;-3.73;1.28;0.53;0.89
